book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4206,594361,594361,6533130,2,736420959,9.78073642095e+12,"Justine Korman Fontes, Don Williams, Walt Disney Company",1994.0,The Lion King (Little Golden Book),The Lion King: A little Golden Book,,4.46,23098,23102,80,205,545,2803,4333,15216,https://images.gr-assets.com/books/1320412442m/594361.jpg,https://images.gr-assets.com/books/1320412442s/594361.jpg
4207,11198312,11198312,16505286,20,545324092,9.78054532409e+12,Gordon Korman,2011.0,The Medusa Plot,"The Medusa Plot (39 Clues: Cahills vs. Vespers, #1)",eng,4.07,24489,25090,566,741,1162,4878,7010,11299,https://images.gr-assets.com/books/1328836311m/11198312.jpg,https://images.gr-assets.com/books/1328836311s/11198312.jpg
4208,266904,266904,2564478,45,,9.78044042048e+12,Jeanne Birdsall,2005.0,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy","The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",eng,4.12,32251,33898,3757,471,1305,5976,11967,14179,https://images.gr-assets.com/books/1320508900m/266904.jpg,https://images.gr-assets.com/books/1320508900s/266904.jpg
4209,7164343,7164343,7521142,40,044658083X,9.78044658083e+12,Nelson DeMille,2010.0,The Lion,"The Lion (John Corey, #5)",en-US,4.22,21564,23628,1051,155,516,3557,9220,10180,https://images.gr-assets.com/books/1259186800m/7164343.jpg,https://images.gr-assets.com/books/1259186800s/7164343.jpg
4210,112754,112754,2746769,46,044023655X,9.78044023656e+12,Karen Marie Moning,2001.0,Kiss of the Highlander,"Kiss of the Highlander (Highlander, #4)",eng,4.31,32793,34840,1423,237,746,4640,11623,17594,https://images.gr-assets.com/books/1400966202m/112754.jpg,https://images.gr-assets.com/books/1400966202s/112754.jpg
4211,12722468,12722468,17858422,21,1400067898,9.78140006789e+12,Sally Bedell Smith,2012.0,Elizabeth The Queen: The Life Of A Modern Monarch,Elizabeth the Queen: The Life of a Modern Monarch,eng,3.85,20063,20705,933,816,1334,4928,6679,6948,https://images.gr-assets.com/books/1324343095m/12722468.jpg,https://images.gr-assets.com/books/1324343095s/12722468.jpg
4212,19101283,19101283,24342394,78,385351372,9.78038535138e+12,"Jo Nesbø, Charlotte Barslund",2014.0,Sønnen,The Son,eng,4.07,19393,25476,2270,355,834,4359,11025,8903,https://images.gr-assets.com/books/1390177620m/19101283.jpg,https://images.gr-assets.com/books/1390177620s/19101283.jpg
4213,6839093,6839093,7050578,14,1607061597,9.7816070616e+12,"John Layman, Rob Guillory",2009.0,Taster's Choice,"Chew, Vol. 1: Taster's Choice",eng,4.0,27570,27899,1690,880,1378,4938,10351,10352,https://images.gr-assets.com/books/1409985990m/6839093.jpg,https://images.gr-assets.com/books/1409985990s/6839093.jpg
4214,785453,785453,771451,38,440418518,9.78044041851e+12,Linda Sue Park,2001.0,A Single Shard,A Single Shard,eng,3.87,27345,28532,2059,896,1874,6499,10138,9125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4215,29187,29187,852,48,786931582,9.78078693158e+12,"Margaret Weis, Tracy Hickman",1986.0,Time of the Twins,"Time of the Twins (Dragonlance: Legends, #1)",eng,4.13,24671,27264,313,142,937,5249,9846,11090,https://images.gr-assets.com/books/1390667790m/29187.jpg,https://images.gr-assets.com/books/1390667790s/29187.jpg
4216,7743117,7743117,17836362,30,61779741,9.78006177975e+12,Christopher Moore,2012.0,Sacré Bleu: A Comedy d'Art,Sacré Bleu: A Comedy d'Art,en-CA,3.77,22559,25721,3234,813,2031,6411,9581,6885,https://images.gr-assets.com/books/1331321350m/7743117.jpg,https://images.gr-assets.com/books/1331321350s/7743117.jpg
4217,331256,331256,1243896,98,575070536,9.78057507053e+12,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",1972.0,Пикник на обочине,Roadside Picnic,eng,4.21,17689,25233,1518,206,817,3809,8997,11404,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4218,2068676,2068676,2073911,32,006085202X,9.78006085202e+12,Meg Cabot,2008.0,Queen of Babble Gets Hitched,"Queen of Babble Gets Hitched (Queen of Babble, #3)",en-US,3.82,28734,29529,841,863,2003,7762,9959,8942,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4219,182381,182381,1016559,403,141439882,9.78014143988e+12,Elizabeth Gaskell,1853.0,Cranford,Cranford,eng,3.85,25805,29034,1710,673,1884,7339,10450,8688,https://images.gr-assets.com/books/1375746052m/182381.jpg,https://images.gr-assets.com/books/1375746052s/182381.jpg
4220,11761,11761,2968156,71,330369954,9.78033036995e+12,Don DeLillo,1997.0,Underworld,Underworld,eng,3.92,19152,22303,1583,827,1665,4209,7422,8180,https://images.gr-assets.com/books/1334304280m/11761.jpg,https://images.gr-assets.com/books/1334304280s/11761.jpg
4221,50140,50140,92349,62,140168125,9.78014016813e+12,"Jack Kerouac, Aram Saroyan",1962.0,Big Sur,Big Sur,eng,3.86,21875,23218,865,320,1370,6128,8830,6570,https://images.gr-assets.com/books/1428984256m/50140.jpg,https://images.gr-assets.com/books/1428984256s/50140.jpg
4222,200572,200572,463407,263,1585678759,9.78158567875e+12,P.G. Wodehouse,1919.0,My Man Jeeves,"My Man Jeeves (Jeeves, #1)",eng,4.13,23020,26687,1423,277,798,4861,9935,10816,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4223,6368610,6368610,6517530,25,61659223,9.78006165922e+12,Melissa Marr,2010.0,Radiant Shadows,"Radiant Shadows (Wicked Lovely, #4)",en-US,3.97,33385,34440,1338,732,2155,7625,10832,13096,https://images.gr-assets.com/books/1258758145m/6368610.jpg,https://images.gr-assets.com/books/1258758145s/6368610.jpg
4224,13448656,13448656,18968802,14,,9.78147624895e+12,Kristen Ashley,2012.0,Motorcycle Man,"Motorcycle Man (Dream Man, #4)",eng,4.43,41818,45509,3213,572,994,4130,12411,27402,https://images.gr-assets.com/books/1337615202m/13448656.jpg,https://images.gr-assets.com/books/1337615202s/13448656.jpg
4225,20980987,20980987,40358230,26,1455581089,9.78145558108e+12,Amanda Palmer,2014.0,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help","The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",eng,3.97,20075,22114,2349,1080,1341,3823,6721,9149,https://images.gr-assets.com/books/1408547261m/20980987.jpg,https://images.gr-assets.com/books/1408547261s/20980987.jpg
4226,14288998,14288998,19928978,35,62072099,9.78006207209e+12,Veronica Rossi,2014.0,Into the Still Blue,"Into the Still Blue (Under the Never Sky, #3)",eng,4.17,33983,37218,3532,472,1199,5929,13613,16005,https://images.gr-assets.com/books/1417467183m/14288998.jpg,https://images.gr-assets.com/books/1417467183s/14288998.jpg
4227,296302,296302,1139021,39,1594489173,9.78159448917e+12,Ann Brashares,2007.0,The Last Summer (of You and Me),The Last Summer (of You and Me),en-US,3.58,26094,27849,2427,955,3097,8773,8826,6198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4228,95406,95406,1433216,16,1563893126,9.78156389312e+12,"Garth Ennis, Steve Dillon",1997.0,Preacher Vol. 2: Until the End of the World,"Preacher, Volume 2: Until the End of the World",eng,4.28,24086,24603,423,419,768,3034,7707,12675,https://images.gr-assets.com/books/1309914965m/95406.jpg,https://images.gr-assets.com/books/1309914965s/95406.jpg
4229,36,36,4414,12,618391002,9.780618391e+12,"Chris   Smith, Christopher Lee, Richard Taylor",,The Lord of the Rings: Weapons and Warfare,The Lord of the Rings: Weapons and Warfare,eng,4.53,18788,18911,49,297,282,1556,3743,13033,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4230,215543,215543,1946197,40,743437322,9.78074343732e+12,D.J. MacHale,2003.0,The Lost City of Faar,"The Lost City of Faar (Pendragon, #2)",eng,4.16,25401,26256,605,229,862,4722,9063,11380,https://images.gr-assets.com/books/1431400965m/215543.jpg,https://images.gr-assets.com/books/1431400965s/215543.jpg
4231,31374,31374,1567538,89,553278029,9.78055327803e+12,Elizabeth  George,1988.0,A Great Deliverance,"A Great Deliverance (Inspector Lynley, #1)",en-US,4.06,28027,30202,1248,401,953,5705,12582,10561,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4232,7194,7194,372756,129,,9.78015603283e+12,"Arturo Pérez-Reverte, Sonia Soto",1993.0,El club Dumas,The Club Dumas,eng,3.82,24090,27793,1541,536,1969,7087,10703,7498,https://images.gr-assets.com/books/1327896341m/7194.jpg,https://images.gr-assets.com/books/1327896341s/7194.jpg
4233,248482,248482,1139000,25,1582349061,9.78158234906e+12,Shannon Hale,2004.0,Enna Burning,"Enna Burning (The Books of Bayern, #2)",eng,3.97,31710,33826,3375,279,1481,7973,13440,10653,https://images.gr-assets.com/books/1388286936m/248482.jpg,https://images.gr-assets.com/books/1388286936s/248482.jpg
4234,93724,93724,2349900,38,60724692,9.7800607247e+12,Meg Cabot,2005.0,Twilight,"Twilight (The Mediator, #6)",eng,4.26,32489,34286,979,245,982,5446,10693,16920,https://images.gr-assets.com/books/1327959055m/93724.jpg,https://images.gr-assets.com/books/1327959055s/93724.jpg
4235,21456940,21456940,40771304,2,,9.78977093293e+12,أحمد مراد,2014.0,1919,1919,ara,3.65,17330,17334,2421,838,1712,4619,5645,4520,https://images.gr-assets.com/books/1396549800m/21456940.jpg,https://images.gr-assets.com/books/1396549800s/21456940.jpg
4236,105999,105999,1174365,59,380709589,9.78038070959e+12,"Beverly Cleary, Paul O. Zelinsky",1983.0,Dear Mr. Henshaw,"Dear Mr. Henshaw (Leigh Botts, #1)",eng,3.7,28979,29801,1248,917,2594,8946,9385,7959,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4237,16055,16055,3127888,19,1857028155,9.78185702816e+12,Ann Patchett,1997.0,,The Magician's Assistant,eng,3.64,21507,26220,2720,442,2124,8525,10525,4604,https://images.gr-assets.com/books/1327936126m/16055.jpg,https://images.gr-assets.com/books/1327936126s/16055.jpg
4238,3378,3378,2851520,53,349108390,9.78034910839e+12,Douglas Coupland,1991.0,Generation X: Tales for an Accelerated Culture,Generation X: Tales for an Accelerated Culture,eng,3.73,20030,22904,942,480,1778,6596,8655,5395,https://images.gr-assets.com/books/1485623844m/3378.jpg,https://images.gr-assets.com/books/1485623844s/3378.jpg
4239,23168277,23168277,42713530,33,802123457,9.78080212346e+12,Viet Thanh Nguyen,2015.0,The Sympathizer,The Sympathizer,eng,4.0,20972,28424,3889,523,1396,5361,11374,9770,https://images.gr-assets.com/books/1423543886m/23168277.jpg,https://images.gr-assets.com/books/1423543886s/23168277.jpg
4240,16305,16305,907837,200,1579126286,9.78157912628e+12,Agatha Christie,1941.0,Evil Under the Sun,"Evil Under the Sun (Hercule Poirot, #23)",eng,3.94,28776,32094,954,145,1074,8515,13068,9292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4241,17375956,17375956,23743714,18,,,Joanna Wylde,2013.0,Reaper's Property,"Reaper's Property (Reapers MC, #1)",eng,4.13,38499,46663,3336,984,1922,7370,16238,20149,https://images.gr-assets.com/books/1360943604m/17375956.jpg,https://images.gr-assets.com/books/1360943604s/17375956.jpg
4242,164542,164542,3022662,63,60512628,9.78006051262e+12,"Mary O'Hara, Dave Blossom",1941.0,"My Friend Flicka (Flicka, #1)","My Friend Flicka (Flicka, #1)",en-US,4.15,25180,25768,290,264,901,5094,8083,11426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4243,12326644,12326644,17305288,47,145162607X,9.78145162607e+12,"Philippa Gregory, Mirjana Valent",2012.0,The Kingmaker's Daughter,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)",eng,3.95,24258,28940,2427,207,1090,6870,12606,8167,https://images.gr-assets.com/books/1332688725m/12326644.jpg,https://images.gr-assets.com/books/1332688725s/12326644.jpg
4244,292275,292275,734246,265,1847024696,9.7818470247e+12,"Henrik Ibsen, William Archer",1890.0,Hedda Gabler,Hedda Gabler,eng,3.79,24567,26117,456,571,2029,6986,9271,7260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4245,1298205,1298205,2770233,47,736423095,9.78073642309e+12,Walt Disney Company,1940.0,Dumbo (Little Golden Book),Dumbo: A Little Golden Book,,4.29,23338,23750,61,317,886,4030,4934,13583,https://images.gr-assets.com/books/1320426193m/1298205.jpg,https://images.gr-assets.com/books/1320426193s/1298205.jpg
4246,22698568,22698568,42216232,45,62290398,9.7800622904e+12,Erika Johansen,2015.0,The Invasion of the Tearling,"The Invasion of the Tearling (The Queen of the Tearling, #2)",eng,4.15,24341,29344,3535,238,825,4612,12431,11238,https://images.gr-assets.com/books/1461864829m/22698568.jpg,https://images.gr-assets.com/books/1461864829s/22698568.jpg
4247,13256064,13256064,16202410,107,307960471,9.78030796047e+12,"Jo Nesbø, Don Bartlett",2011.0,Gjenferd,"Phantom (Harry Hole, #9)",,4.11,19526,25682,1993,255,761,4102,11404,9160,https://images.gr-assets.com/books/1333577303m/13256064.jpg,https://images.gr-assets.com/books/1333577303s/13256064.jpg
4248,8724779,8724779,13597737,1,312530641,9.78031253065e+12,"P.C. Cast, Kristin Cast",,,Marked / Betrayed / Chosen / Untamed / Hunted (House of Night #1-5),eng,4.43,20578,20578,77,471,648,2118,3645,13696,https://images.gr-assets.com/books/1347018756m/8724779.jpg,https://images.gr-assets.com/books/1347018756s/8724779.jpg
4249,588369,588369,2977991,72,7198914,9.78000719892e+12,Cecelia Ahern,2006.0,A Place Called Here,A Place Called Here,eng,3.66,22074,26438,1616,914,2696,7650,8413,6765,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4250,99664,99664,1069201,124,307277771,9.78030727777e+12,W. Somerset Maugham,1925.0,The Painted Veil,The Painted Veil,eng,3.9,24113,27630,2710,263,1424,6600,11756,7587,https://images.gr-assets.com/books/1320421719m/99664.jpg,https://images.gr-assets.com/books/1320421719s/99664.jpg
4251,31337,31337,2925858,48,99446723,9.78009944673e+12,Anne Rice,2002.0,Blackwood Farm,"Blackwood Farm (The Vampire Chronicles, #9)",eng,3.85,24567,27159,625,699,2076,6697,8841,8846,https://images.gr-assets.com/books/1327522790m/31337.jpg,https://images.gr-assets.com/books/1327522790s/31337.jpg
4252,832543,832543,1184118,42,609800140,9.78060980014e+12,Caroline Myss,1996.0,Anatomy of the Spirit: The Seven Stages of Power and Healing,Anatomy of the Spirit: The Seven Stages of Power and Healing,en-US,4.12,20720,21395,477,349,843,3861,7097,9245,https://images.gr-assets.com/books/1320424261m/832543.jpg,https://images.gr-assets.com/books/1320424261s/832543.jpg
4253,7036,7036,2647331,62,349117047,9.78034911704e+12,Alexander McCall Smith,2002.0,The Kalahari Typing School for Men,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",eng,3.99,26837,30378,1265,88,638,7220,13885,8547,https://images.gr-assets.com/books/1380393680m/7036.jpg,https://images.gr-assets.com/books/1380393680s/7036.jpg
4254,16158535,16158535,21998951,28,039916216X,9.78039916217e+12,Beatriz Williams,2013.0,A Hundred Summers,A Hundred Summers,eng,3.9,22006,24680,2502,430,1257,5662,10332,6999,https://images.gr-assets.com/books/1366561825m/16158535.jpg,https://images.gr-assets.com/books/1366561825s/16158535.jpg
4255,25558608,25558608,45355236,48,,9.78000825045e+12,Sabaa Tahir,2016.0,A Torch Against the Night,"A Torch Against the Night (An Ember in the Ashes, #2)",eng,4.34,30535,35094,5543,164,690,3782,12809,17649,https://images.gr-assets.com/books/1463675717m/25558608.jpg,https://images.gr-assets.com/books/1463675717s/25558608.jpg
4256,556136,556136,2586820,25,618724834,9.78061872483e+12,Gary D. Schmidt,2007.0,The Wednesday Wars,The Wednesday Wars,eng,4.06,26847,28812,4870,615,1354,4959,10715,11169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4257,227454,227454,2149493,39,786939842,9.78078693985e+12,R.A. Salvatore,1992.0,The Legacy,"The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7)",eng,4.18,20882,23034,212,144,683,4005,8220,9982,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4258,803171,803171,649854,16,525471340,9.78052547135e+12,Judy Schachner,2003.0,Skippyjon Jones,Skippyjon Jones,eng,4.25,26421,27420,1103,682,1243,3862,6362,15271,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4259,9410421,9410421,14294481,68,399157441,9.78039915745e+12,Nora Roberts,2011.0,Chasing Fire,Chasing Fire,eng,4.09,26687,29133,1707,335,1163,5598,10444,11593,https://images.gr-assets.com/books/1302982596m/9410421.jpg,https://images.gr-assets.com/books/1302982596s/9410421.jpg
4260,95887,95887,2203492,116,1576754227,9.78157675422e+12,Brian Tracy,2001.0,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,en-US,3.84,18288,23687,1906,676,1714,5701,8138,7458,https://images.gr-assets.com/books/1328854785m/95887.jpg,https://images.gr-assets.com/books/1328854785s/95887.jpg
4261,4600,4600,477124,13,689861133,9.78068986113e+12,Sandra Boynton,1982.0,"Moo, Baa, La La La!","Moo, Baa, La La La!",eng,4.19,26065,27425,500,415,1169,4888,7393,13560,https://images.gr-assets.com/books/1451996462m/4600.jpg,https://images.gr-assets.com/books/1451996462s/4600.jpg
4262,342504,342504,332860,369,1585426016,9.78158542601e+12,Wallace D. Wattles,1910.0,The Science of Getting Rich,The Science of Getting Rich,eng,4.18,19433,20746,544,474,871,3411,5671,10319,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4263,2277444,2277444,2312106,46,61230944,9.78006123094e+12,James Rollins,2008.0,The Last Oracle,"The Last Oracle (Sigma Force, #5)",eng,4.15,23103,24815,746,167,635,4231,9998,9784,https://images.gr-assets.com/books/1367511748m/2277444.jpg,https://images.gr-assets.com/books/1367511748s/2277444.jpg
4264,2501458,2501458,2508823,29,,9.78995389053e+12,"أحلام مستغانمي, Ahlam Mosteghanemi",1993.0,ذاكرة الجسد,ذاكرة الجسد,ara,3.87,17717,20432,1794,913,1596,4318,6087,7518,https://images.gr-assets.com/books/1291756684m/2501458.jpg,https://images.gr-assets.com/books/1291756684s/2501458.jpg
4265,101911,101911,99634,33,60897848,9.78006089784e+12,A. Manette Ansay,1994.0,Vinegar Hill (P.S.),Vinegar Hill,en-US,3.36,23966,24802,901,1051,3431,9384,7412,3524,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4266,234501,234501,251634,47,055327418X,9.78055327419e+12,David Brin,1983.0,Startide Rising,"Startide Rising (The Uplift Saga, #2)",en-US,4.04,24179,25142,485,299,1096,5044,9535,9168,https://images.gr-assets.com/books/1476445711m/234501.jpg,https://images.gr-assets.com/books/1476445711s/234501.jpg
4267,16282066,35534230,16680623,15,1481200577,9.78148120058e+12,Shelly Crane,2011.0,Significance,"Significance (Significance, #1)",eng,4.13,18579,37825,2685,1091,1873,5811,11401,17649,https://images.gr-assets.com/books/1434591910m/16282066.jpg,https://images.gr-assets.com/books/1434591910s/16282066.jpg
4268,880,880,268880,109,812974611,9.78081297461e+12,Robert   Harris,2003.0,Pompeii,Pompeii,eng,3.79,22734,26679,1800,344,1682,7409,11015,6229,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4269,25066991,25066991,44751809,38,1455536253,9.78145553625e+12,David Baldacci,2015.0,The Guilty,"The Guilty (Will Robie, #4)",eng,4.12,12597,24893,1824,336,786,3995,10104,9672,https://images.gr-assets.com/books/1435632658m/25066991.jpg,https://images.gr-assets.com/books/1435632658s/25066991.jpg
4270,243685,243685,1167354,92,671201581,9.78067120159e+12,Bertrand Russell,1945.0,A History of Western Philosophy And Its Connection with Political and Social Circumstances from the Earliest Times to the Present Day,A History of Western Philosophy,en-US,4.05,20895,22493,686,523,1061,4006,7991,8912,https://images.gr-assets.com/books/1344399003m/243685.jpg,https://images.gr-assets.com/books/1344399003s/243685.jpg
4271,13235,13235,6542114,6,517220776,9.78051722077e+12,Lewis Carroll,1884.0,Complete Works of Lewis Carroll,The Complete Stories and Poems,,4.34,23390,23417,30,236,586,3104,6495,12996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4272,39542,39542,39249,20,786886811,9.78078688681e+12,Nigella Lawson,1998.0,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,,4.0,22647,23164,276,802,1213,4565,7148,9436,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4273,672875,672875,1361856,331,451528166,9.78045152816e+12,"Thomas Malory, Keith Baines, Robert Graves",1485.0,Le Morte d'Arthur,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,eng,3.92,25879,29697,671,355,1507,7518,11147,9170,https://images.gr-assets.com/books/1309288301m/672875.jpg,https://images.gr-assets.com/books/1309288301s/672875.jpg
4274,196764,196764,436014,20,1400052297,9.7814000523e+12,Cupcake Brown,2006.0,A Piece of Cake: A Memoir,A Piece of Cake,eng,4.15,20083,21149,1916,344,961,3517,6618,9709,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4275,24782,24782,2628,60,805080511,9.78080508051e+12,Lloyd Alexander,1967.0,Taran Wanderer,Taran Wanderer (The Chronicles of Prydain #4),eng,4.14,29544,30932,781,277,901,5789,11319,12646,https://images.gr-assets.com/books/1406315774m/24782.jpg,https://images.gr-assets.com/books/1406315774s/24782.jpg
4276,136637,136637,1369951,72,446612758,9.78044661275e+12,"Douglas Preston, Lincoln Child",2004.0,Brimstone,"Brimstone (Pendergast, #5; Diogenes, #1)",en-GB,4.12,24949,27528,977,149,738,4963,11371,10307,https://images.gr-assets.com/books/1369943498m/136637.jpg,https://images.gr-assets.com/books/1369943498s/136637.jpg
4277,17529,17529,1063767,252,1598183605,9.7815981836e+12,Kate Douglas Wiggin,1903.0,Rebecca of Sunnybrook Farm,Rebecca of Sunnybrook Farm,,3.85,27831,29414,529,510,1942,8258,9472,9232,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4278,114166,114166,1823830,62,006056251X,9.78006056252e+12,Lisa Kleypas,2006.0,Devil in Winter ,"Devil in Winter (Wallflowers, #3)",en-US,4.26,38100,41949,2570,311,1043,6081,14681,19833,https://images.gr-assets.com/books/1309220205m/114166.jpg,https://images.gr-assets.com/books/1309220205s/114166.jpg
4279,2169506,2169506,1785549,24,152063110,9.78015206312e+12,Susan Beth Pfeffer,2008.0,The Dead and the Gone,"The Dead and the Gone (Last Survivors, #2)",en-US,3.84,28910,31088,2987,564,2027,8381,11015,9101,https://images.gr-assets.com/books/1266309782m/2169506.jpg,https://images.gr-assets.com/books/1266309782s/2169506.jpg
4280,125955,125955,1299706,39,1595540350,9.78159554036e+12,Ted Dekker,2004.0,White,"White: The Great Pursuit (The Circle, #3)",,4.3,23201,23972,597,206,621,3287,7425,12433,https://images.gr-assets.com/books/1380858193m/125955.jpg,https://images.gr-assets.com/books/1380858193s/125955.jpg
4281,6758331,6758331,6954915,41,778303764,9.78077830376e+12,Gena Showalter,2010.0,"The Darkest Passion (Lords of the Underworld, #5)",The Darkest Passion (Lords of the Underworld #5),eng,4.37,32610,34290,1155,168,623,4157,10738,18604,https://images.gr-assets.com/books/1351278057m/6758331.jpg,https://images.gr-assets.com/books/1351278057s/6758331.jpg
4282,4601396,4601396,4651129,50,385526342,9.78038552634e+12,Chuck Palahniuk,2009.0,Pygmy,Pygmy,eng,2.96,21242,22865,1782,3121,4811,7258,5192,2483,https://images.gr-assets.com/books/1320495043m/4601396.jpg,https://images.gr-assets.com/books/1320495043s/4601396.jpg
4283,16130307,16130307,20391423,59,1439136637,9.78143913664e+12,Lauren Weisberger,2013.0,Revenge Wears Prada: The Devil Returns,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)",en-US,2.84,19210,24526,3352,3153,6351,8319,4564,2139,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4284,5693,5693,84298,61,553381008,9.78055338101e+12,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1900.0,Рассказы и Повести,Selected Stories,eng,4.36,23027,24546,489,147,527,2891,7735,13246,https://images.gr-assets.com/books/1491936310m/5693.jpg,https://images.gr-assets.com/books/1491936310s/5693.jpg
